"initiative_id","spot_counts","active_spots","station_list","ordered_impressions","delivered_impressions"
d877e526-8327-4f0a-ae00-db16220ee0b6,736,736,"KTBT-FM, KMOD-FM, KTGX-FM, KTOZ-FM, KGBX-FM, KSWF-FM, KXUS-FM, KTTS-FM, KSGF-FM, KRVI-FM",33383178,33383178
f36520a0-7558-445f-b214-61812602f799,186,186,"WKSS-FM, WHCN-FM, WWYZ-FM",4989805.0,4989805.0
"089223e9-15ed-4a84-8d57-b97e87f612ed",2100,2100,"WKHX-FM, WFSH-FM, WUBL-FM, WBZY-FM, WWPW-FM, WNNX-FM, WWWQ-FM, WBZW-FM, WRDG-FM, WALR-FM",648181998,648181998
"1b2b6a6c-3cfe-4d46-872c-ad2af2ec768d",894,894,"KMJM-AM, KKSY-FM, KOSY-FM, KKRQ-FM, WMT-AM, KXIC-AM",121995582,121995582
"2126b5c1-0d19-4b86-b16e-322ae98377f3",657,657,"WFKS-FM, WMMB-AM, WLRQ-FM",59719310,59719310
"25e6c093-1d50-4b4d-9fc7-03f7a5c70fe2",3492,3492,"WZEE-FM, KUUL-FM, WIBA-AM, WISN-AM, WMAD-FM, WKKV-FM, WRIT-FM, WFBQ-FM, KMXG-FM, KCQQ-FM, WMIL-FM, WLLR-FM, WOC-AM, WWWX-FM, WPKR-FM, WIBA-FM, WJJK-FM, WLHK-FM, WOSH-AM, WIBC-F2, WVBO-FM, WXXM-FM, WIBA-F2, WZRL-FM, WZPL-FM, WRNW-FM, WTSO-AM, WOKY-AM, WNDE-AM, WFXN-AM, WOLT-F2, WNTR-FM, WNAM-AM, WNDX-FM, WIBC-FM, WIBD-AM, WFMS-FM, WOLT-FM, WRDB-AM, WYXB-FM",502235909,502235909
d64f9c6b-8b16-4845-8ddf-2a0087da21c1,1972,1972,"KYGO-FM, KOSI-FM, KKLI-FM, KXKL-FM, KBCO-FM, KIMN-FM, KTCL-FM, KATC-FM, KCCY-FM, KVUU-FM, KKMG-FM, KRFX-FM, KBPL-FM, KCOL-AM, KVOR-AM, KCSJ-AM, KSME-FM, KKPK-FM, KKFN-FM, KDFD-AM, KHOW-AM, KBPI-FM, KXBG-FM, KIBT-FM, KNUS-AM, KUBE-AM, KKFM-FM, KDHT-FM, KOA-AM, KPAW-FM, KWBL-FM, KIIX-AM, KRKS-FM, KKSE-FM, KPHT-FM, KRDO-FM, KKSE-AM, KCSF-AM, KSRC-FM, KTRR-FM, KUVO-FM, KFCO-FM",111061386,111061386
"0ab217f3-c08a-42f1-8879-7534cef9d212",673,673,"KCDA-FM, KISC-FM, KQNT-AM, KISC-F2, KKZX-FM, KZFS-AM, KFOO-FM",21895550,21895550
"0e73487b-f375-4e7f-bcc6-57597bca1f58",160,160,"WSSL-FM, WESC-FM",8197770.0,8197770.0
"102e5462-affe-4ca8-a209-51415992bf0a",296,296,"WOBB-FM, WJIZ-FM, WGEX-FM, WMRZ-FM",6669890.0,6669890.0
"1673a723-5d97-4ceb-b170-98f7f678b549",975,975,"KFYI-AM, KZZP-FM, KESZ-FM, KSLX-FM, KNIX-FM, KMXP-FM, KGME-AM, KDKB-FM",96376121,96376121
"371584b8-8ef0-457f-81a2-ca1a27c6b9e9",415,415,"WFUS-FM, WXTB-FM",56573252,56573252
"41fb80a5-df07-42c4-8cce-62bdb9ba8a89",1318,1318,"WCOS-FM, WVOC-AM, WLXC-FM, WNKT-FM, WXBT-FM, WTCB-FM, WISW-AM, WNOK-FM, WLTY-FM, WOMG-FM, WCOS-AM",54060474,54060474
"4d49666c-033a-4cc5-bfb0-117113f2546a",1365,1365,"WJIZ-FM, WMRZ-FM, WZHT-FM, WWMG-FM, WAGH-FM, WMXS-FM, WHLW-FM, WOBB-FM, WGEX-FM, WVRK-FM, WJYZ-AM, WDAK-AM, WGSY-FM, WHHY-FM, WXFX-FM, WSTH-FM, WLWI-AM",45806316,45806316
"52699c57-0ba5-4f14-8225-3390a2a9a7fe",1390,1390,"KSD-FM, KLOU-FM, KSLZ-FM, WARH-FM, KATZ-AM, KATZ-FM, WIL-FM, WXOS-FM, KTLK-FM",180075288,180075288
"8c6bc856-b58a-4938-9eef-43c2ee410a03",1914,1914,"KZRR-FM, KBQI-F2, KABQ-FM, KZRR-F2, KPEK-FM, KBQI-FM, KABQ-AM, KTEG-FM",83494581,83494581
"9d662738-ee05-4d47-849e-74a677c4cc00",1152,1152,"KVET-AM, KBPA-FM, KASE-FM, KVET-FM, KHFI-FM, KASE-F2, KLBJ-AM, KPEZ-FM, KLBJ-FM",127368380,127368380
b70b291a-442f-40e0-822a-bfd19afc2f78,215,215,"KISO-FM, KGOR-FM, KFAB-AM, KFFF-FM, KXKT-FM",13166430,13166430
d4771d25-f67f-4d36-9739-b682cd30d750,1800,1800,"WAMZ-FM, WTFX-FM, WQMF-FM, WNRW-FM, WHAS-AM, WKRD-AM, WSFR-FM, WQNU-FM, WRKA-FM, WVEZ-FM, WSDF-FM, WKJK-AM, WLCB-AM, WORX-FM, WXGO-AM",97685584,97685584
e6ac88ce-517c-4df5-a787-92de195ca511,1762,1762,"WKZP-FM, WDSD-FM, WWTX-AM, WRDX-FM, WTGM-AM, WQHQ-FM, WJDY-AM, WDOV-AM, WILM-AM, WSBY-FM, WWFG-FM",141723837,141723837
ea6c588f-ecc8-4609-a68d-e89810d7be23,179,179,"KDGE-FM, KEGL-FM, KDMX-FM, KHKS-FM, KPLX-FM, WBAP-AM, KZPS-FM, KTCK-AM",40962523,40962523
